App Package Name,Reviews,Reviews Content,Rating,Start Date,End Date,Review Product Version,Review Product Version Name,Language,Language Name
com.shopee.br,0543b876-5359-49c1-bcc4-76345047ce22,😀,5,12.07.22,12.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,05455dcb-12fc-4926-be15-bd86d2e9801d,"Extremamente decepcionada,entrei na plataforma como vendedora não consegui emitir uma etiqueta PLP nos correios por falha no sistema,dia 07/07 e hoje e dia 12/07 e nada foi resolvido,canal de comunicaçao com outro ser humano parece nao existir,um numero de telefone nada!!!!!!",1,12.07.22,12.07.22,20600012546168_2.89.22,2.89.22,pt,Portuguese
com.shopee.br,05457d0c-32de-489e-8076-30b3dd9b56fd,Confiável. Muito bom o App. Recomendo.,5,15.07.22,15.07.22,20600012546168_2.90.20,2.90.20,pt,Portuguese
com.shopee.br,05471e65-f88c-487c-9630-f9573f1890a9,Aplicativo maravilhoso,5,11.07.22,11.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,05576a42-38ab-4952-8d9a-e2f496b87327,Gostei muito,5,15.07.22,15.07.22,20600012546168_2.82.06,2.82.06,pt,Portuguese
com.shopee.br,0570df7f-1485-47ce-88e6-50f53f29a384,Melhor coisa que aconteceu pros assalariados. 😂😂😂,5,12.07.22,12.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,05771beb-c1ed-4eae-a69e-1691114454cb,"Estou gostando do app, bastante opções de produtos.",5,13.07.22,13.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,057a60a2-17bc-49c8-a305-16ef0b25068c,Bom,5,11.07.22,11.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,057b1273-7b59-4235-b84a-694727902b53,Não estou conseguindo comprar nada no app com meu cartão sempre aparece um erro,1,11.07.22,11.07.22,20600012546168_2.89.41,2.89.41,pt,Portuguese
com.shopee.br,0581fa3f-adf9-4477-8ad1-c0a577ff2d0f,Muito bom comprar aqui.,5,14.07.22,14.07.22,20600012546168_Unknown,Unknown,pt,Portuguese
